site_id,site_name,latitude,longitude,altitude,city,station_name_chinese
1821A,Environmental Protection Agency (outage 171207),36.0883,114.3931,69,Anyang ,环保局(停运171207)
1822A,Iron Buddha Temple (closed 200115),36.11,114.286,84,Anyang ,铁佛寺(停运200115)
1823A,Heda First Affiliated Hospital (out of service 180109),34.8022,114.3406,74,Kaifeng ,河大一附院(停运180109)
1824A,Cancer hospital,34.7781,114.3389,74,Kaifeng ,肿瘤医院
1825A,Maternal and Child Health Centre (Closed 20190322),34.7975,114.3733,76,Kaifeng ,妇幼保健院(20190322停运)
1826A,Century Star kindergarten,34.7967,114.2886,72,Kaifeng ,世纪星幼儿园
1827A,Municipal monitoring station,35.235,113.261,111,Jiaozuo ,市监测站
1828A,Municipal Environmental Protection Bureau,35.213,113.227,101,Jiaozuo ,市环保局
1829A,High-tech zone government,35.1764,113.2464,94,Jiaozuo ,高新区政府
1830A,Film and Television  (comparison point),35.259,113.1992,197,Jiaozuo ,影视城(对照点)
1831A,High voltage Switch Factory (20190304 out of service),33.7214,113.3064,87,Pingdingshan ,高压开关厂(20190304停运)
1832A,Xinhua Hotel,33.721,113.322,85,Pingdingshan ,新华旅馆
1833A,Planning and design institute,33.739,113.292,91,Pingdingshan ,规划设计院
1834A,Pingdingshan Institute of Technology,33.737,113.182,102,Pingdingshan ,平顶山工学院
1835A,Municipal government,34.7772,111.1928,361,Sanmenxia ,市政府
1836A,Development zone,34.794,111.158,341,Sanmenxia ,开发区
1837A,Double seal,34.7917,111.1858,399,Sanmenxia ,二  印
1838A,Scenic spot,34.7997,111.1489,344,Sanmenxia ,风景区
1839A,four-zero-three,30.7157,111.3009,124,Yichang ,四零三
1840A,White Dragon Ridge,30.698,111.2992,64,Yichang ,白龙岗
1841A,Wujia Gang,30.6463,111.3549,65,Yichang ,伍家岗
1842A,Point military area command,30.696,111.268,66,Yichang ,点军区
1843A,Yiling District,30.7819,111.3296,96,Yichang ,夷陵区
1844A,Municipal library,30.3175,112.2551,30,Jingzhou ,市图书馆
1845A,Municipal Party school,30.3515,112.2068,40,Jingzhou ,市委党校
1846A,Kerong Environmental Protection,30.3055,112.2887,32,Jingzhou ,科融环保
1847A,South Lake scenic spot,29.3578,113.1094,47,Yueyang ,南湖风景区
1848A,Chenglingji,29.4251,113.1493,41,Yueyang ,城陵矶
1849A,Development zone,29.3678,113.1772,38,Yueyang ,开发区
1850A,Yunxi District,29.4758,113.2621,50,Yueyang ,云溪区
1851A,Junshan District,29.4402,112.9943,28,Yueyang ,君山区
1852A,Jinfeng reservoir,29.355,113.2117,54,Yueyang ,金凤水库
1853A,Municipal monitoring station,29.0244,111.7044,35,Changde ,市监测站
1854A,Municipal No. 2 Middle School,28.9703,111.6975,49,Changde ,市二中
1855A,Dingcheng district Environmental Protection Bureau,29.0239,111.6753,41,Changde ,鼎城区环保局
1856A,Municipal Bureau of Technical Supervision,29.0381,111.6794,38,Changde ,市技术监督局
1857A,Baekhesan,29.1456,111.7158,117,Changde ,白鹤山
1858A,Yongding New District,29.1389,110.48,215,Zhangjiajie ,永定新区
1859A,Electric power bureau,29.1242,110.4697,160,Zhangjiajie ,电业局
1860A,Weiyang Road,29.3547,110.5594,512,Zhangjiajie ,未央路
1861A,Yuan Jiajie,29.315,110.4417,869,Zhangjiajie ,袁家界
1862A,University of Electronic Science and Technology Yaoshan campus,25.3167,110.4144,173,Guilin ,电子科大尧山校区
1863A,Monitoring station,25.2697,110.2819,151,Guilin ,监测站
1864A,Longyin Road primary School,25.2708,110.3089,167,Guilin ,龙隐路小学
1865A,No. 8 middle school,25.2178,110.2869,156,Guilin ,八中
1866A,Oxweiling Reservoir,21.5958,109.2256,30,Beihai ,牛尾岭水库
1867A,Beach park,21.4086,109.1436,-6,Beihai ,海滩公园
1868A,Xinshi Environmental Protection Bureau,21.4661,109.0981,17,Beihai ,新市环保局
1869A,Beihai Industrial Park,21.5233,109.1778,15,Beihai ,北海工业园
1870A,Liudong primary,24.3898,109.4883,132,Liuzhou ,柳东小学
1871A,Environmental monitoring station,24.3304,109.4108,99,Liuzhou ,环保监测站
1872A,Hexi Water Works,24.3406,109.3886,94,Liuzhou ,河西水厂
1873A, No. 4 Middle schools,24.299,109.4221,98,Liuzhou ,市四中
1874A,Municipal No. 9 middle school,24.3663,109.3957,90,Liuzhou ,市九中
1875A,Gujeongsan,24.3158,109.4839,90,Liuzhou ,古亭山
1876A,Hedongzi Station,18.2489,109.5078,14,Sanya ,河东子站
1877A,Hexizi Station,18.2681,109.4964,7,Sanya ,河西子站
1878A,Fule Mountain,31.4747,104.7778,520,Mianyang ,富乐山
1879A,Municipal people's congress,31.4539,104.7536,461,Mianyang ,市人大
1880A,High-tech zone water company,31.4656,104.6717,479,Mianyang ,高新区自来水公司
1881A,Third water works,31.5072,104.7283,464,Mianyang ,三水厂
1882A,Shek Ma secondary,28.8194,104.5969,298,Yibin ,石马中学
1883A,Municipal party committee,28.76611,104.6225,258,Yibin ,市委
1884A,Yibin No. 4 Middle School,28.7867,104.6061,320,Yibin ,宜宾四中
1885A,Municipal government,28.76389,104.6417,319,Yibin ,市政府
1886A,Golden mouth,28.71583,104.5761,302,Yibin ,黄金嘴
1887A,Sha ping secondary,28.7989,104.6789,307,Yibin ,沙坪中学
1888A,Nongnong pyong,26.57098,101.68912,1223,Panzhihua ,弄弄坪
1889A,River gate,26.5928,101.5769,1083,Panzhihua ,河门口
1890A,Bingcho Ridge,26.585,101.7169,1140,Panzhihua ,炳草岗
1891A,Benevolence and harmony,26.5017,101.7453,1256,Panzhihua ,仁和
1893A,The Nine Lions Mountain,28.9583,105.4306,296,Luzhou ,九狮山
1894A,Small market on the pier,28.9026,105.4436,225,Luzhou ,小市上码头
1895A,Lantian Constitutional Bridge,28.8558,105.4322,271,Luzhou ,兰田宪桥
1896A, environmental supervision station,28.8833,105.4322,332,Luzhou ,市环监站
1897A,Datangsan,29.3628,104.7547,306,Zigong ,大塘山
1898A,Yanma Road,29.3586,104.7214,352,Zigong ,盐马路
1899A,Sandalwood Street,29.3564,104.7747,288,Zigong ,檀木林街
1900A,Chunhua Road,29.3411,104.7692,304,Zigong ,春华路
1901A,Dongshan Park,31.1208,104.4219,527,Deyang ,东山公园
1902A,West district,31.1333,104.3883,499,Deyang ,西小区
1903A,Municipal procuratorate,31.1167,104.4053,484,Deyang ,市检察院
1904A,Refractory materials factory,31.1108,104.3539,488,Deyang ,耐火材料厂
1905A,Xishan Scenic spot,30.8064,106.056,424,Nanchong ,西山风景区
1906A,Nanchong Municipal Committee,30.8023,106.0789,280,Nanchong ,南充市委
1907A,Nanchong oil refinery,30.8217,106.1031,292,Nanchong ,南充炼油厂
1908A,Gao Ping district monitoring station,30.7856,106.1064,288,Nanchong ,高坪区监测站
1909A,Jialing District Environmental Protection Bureau,30.7636,106.0642,293,Nanchong ,嘉陵区环保局
1910A, environmental monitoring station,30.8388,106.1087,330,Nanchong ,市环境监测站
1911A,t-slot,27.6869,106.9222,848,Zunyi ,丁字口
1912A,Mount Phoenix,27.7019,106.9242,1002,Zunyi ,凤凰山
1913A,Chungchong,27.6486,106.8906,935,Zunyi ,忠庄
1914A,Zhoushui Bridge,27.6506,106.9231,827,Zunyi ,舟水桥
1915A,Dry field dam,27.72,106.9178,895,Zunyi ,干田坝
1916A,Environmental monitoring station,25.5035,103.7897,1896,Qujing ,环境监测站
1917A,Tobacco factory office area,25.5364,103.8,1868,Qujing ,烟厂办公区
1918A,Weather station (comparison point),34.3956,108.7197,462,Xianyang ,气象站(对照点)
1919A,Zhonghua community,34.3181,108.6761,391,Xianyang ,中华小区
1920A,Normal college,34.3617,108.7233,414,Xianyang ,师范学院
1921A,College of Traditional Chinese Medicine,34.3164,108.7369,383,Xianyang ,中医学院
1922A,Party school,35.0994,109.0656,880,Tongchuan ,党校
1923A,Wangyi District Government,35.0697,109.0697,831,Tongchuan ,王益区政府
1924A,New district management committee,34.9058,108.9344,734,Tongchuan ,新区管委会
1925A,New District Laneige Corporation,34.8731,108.9589,691,Tongchuan ,新区兰芝公司
1926A,Jujube orchard,36.6275,109.4131,1121,Yan 'an ,枣园
1927A,Yanda Hospital attached,36.6028,109.4761,964,Yan 'an ,延大医附院
1928A,Municipal monitoring station,36.5767,109.4824,991,Yan 'an ,市监测站
1929A,Baimi Avenue,36.6106,109.5056,973,Yan 'an ,百米大道
1930A,Miaogou Village,34.3708,107.1586,589,Baoji ,庙沟村
1931A,Zhuyuangou,34.3017,107.0708,804,Baoji ,竹园沟
1932A,Sanriku Hospital,34.3672,107.1906,576,Baoji ,三陆医院
1933A,Monitoring station,34.3547,107.1431,597,Baoji ,监测站
1934A,Technical school,34.3739,107.1186,596,Baoji ,技工学校
1935A,Chencang Environmental Protection Bureau,34.3528,107.3906,538,Baoji ,陈仓环保局
1936A,College of arts and Sciences,34.3497,107.2058,573,Baoji ,文理学院
1937A,Sandi primary,34.3622,107.2386,563,Baoji ,三迪小学
1938A,Agricultural science institute,34.5101,109.5293,341,Weinan ,农科所
1939A,Daily newspaper office,34.5004,109.5049,359,Weinan ,日报社
1940A,gymnasium,34.493,109.4636,361,Weinan ,体育馆
1941A,High-tech small,34.5021,109.4266,353,Weinan ,高新一小
1942A,Municipal Science and Technology Commission (outage 180727),38.5247,102.1878,1522,Jinchang ,市科委(停运180727)
1943A,Sincheonwon,38.5339,102.1725,1510,Jinchang ,新川苑
1944A,Two corporate moves,38.5061,102.1708,1552,Jinchang ,公司二招
1945A,Weather bureau,39.7711,98.2908,1664,Jiayuguan ,气象局
1947A,Sand Lake tourist area,38.817,106.3394,1100,Shizuishan ,沙湖旅游区
1948A,Dawukou Yellow River East Street,39.0153,106.3717,1113,Shizuishan ,大武口黄河东街
1949A,Huinong South Street,39.2282,106.7704,1093,Shizuishan ,惠农南大街
1950A,"Huixin Street, Red fruit Town",39.1292,106.7096,1095,Shizuishan ,红果子镇惠新街
1951A,Long March New Village,45.6033,84.8861,391,Karamay ,长征新村
1952A,Nanlin community,45.5828,84.8897,350,Karamay ,南林小区
1953A,White Alkali Beach area,45.6886,85.1186,285,Karamay ,白碱滩区
1954A,Dushanzi District,44.3336,84.8983,736,Karamay ,独山子区
1955A,Wuerhe District business building,46.0872,85.6931,305,Karamay ,乌尔禾区商贸楼
1956A,Peacock park,41.7511,86.1461,942,Korla ,孔雀公园
1957A,Cotton mill,41.7192,86.2022,953,Korla ,棉纺厂
1958A,Economic development zone,41.7128,86.2381,975,Korla ,经济开发区
1959A,Monitoring station,36.881,118.746,23,Shouguang ,监测站
1960A,Century school,36.864,118.78,24,Shouguang ,世纪学校
1961A,Dongshan Primary School (added 191218),36.71,117.541,70,Zhangqiu ,东山小学(新增191218)
1962A,Mingshui Development Zone,36.71,117.541,70,Zhangqiu ,明水开发区
1963A,Environmental protection bureau sub-station,36.44,120.61,56,Jimo ,环保局子站
1964A,Development zone sub-station,36.39,120.47,28,Jimo ,开发区子站
1965A,JN sub-station,35.878,120.005,4,Jiaonan ,JN子站
1966A,Sub-station two,35.872,120.039,8,Jiaonan ,2号子站
1967A,Jiaozhou Environmental Protection Bureau,36.283,120.008,11,Jiaozhou ,胶州环保局
1968A,Jiaozhou No. 1 Middle School,36.253,120.014,18,Jiaozhou ,胶州一中
1969A,Environmental protection bureau sub-station,36.865,120.537,54,Laixi ,环保局子站
1970A,People's Square sub-station,36.885,120.515,63,Laixi ,人民广场子站
1971A,Number one,36.792,119.952,56,Pingdu ,1号
1972A,Number two,36.799,119.976,63,Pingdu ,2号
1973A,Penglai Environmental Protection Bureau,37.825,120.747,97,Penglai ,蓬莱环保局
1974A,Penglai Museum,37.809,120.773,25,Penglai ,蓬莱博物馆
1975A,Zhaoyuan Environmental Protection Bureau,37.374,120.399,63,Zhaoyuan ,招远环保局
1976A,Zhaoyuan Education Bureau,37.364,120.394,70,Zhaoyuan ,招远教育局
1977A,Laizhou Environmental Protection Bureau,37.177,119.941,49,Laizhou ,莱州环保局
1978A,Laizhou Foreign Economic and Trade Commission,37.18,119.959,49,Laizhou ,莱州外经委
1979A,Rongcheng Environmental protection Bureau office building,37.154,122.471,4,Rongcheng ,荣成市环保局办公楼
1980A,Shandong Chengshan tire Company,37.161,122.41,21,Rongcheng ,山东成山轮胎公司
1981A,Wendeng Municipal Environmental Protection Bureau,37.197,122.038,36,Wendeng ,文登市环保局
1982A,Wendeng Silk Company,37.187,122.019,42,Wendeng ,文登市丝绸公司
1983A,Rushan Environmental Protection Bureau,36.913,121.531,30,Rushan ,乳山市环保局
1984A,Rushan Meteorological Bureau,36.907,121.544,32,Rushan ,乳山市气象局
1985A,Wujiang Environmental Protection Bureau,31.155,120.636,4,Wujiang ,吴江市环保局
1986A,Teacher training school,31.17,120.635,7,Wujiang ,教师进修学校
1987A,Wujiang Development Zone,31.172,120.658,3,Wujiang ,吴江开发区
1988A,Kunshan Experimental Primary School,31.388,120.953,18,Kunshan ,昆山实验小学
1989A,Zhenchuan secondary,31.381,120.999,4,Kunshan ,震川中学
1990A,Haiyuzi Station,31.67,120.758,5,Changshu ,海虞子站
1991A,Xingfuzi Station,31.671,120.721,11,Changshu ,兴福子站
1992A,Lingtangzi Station,31.656,120.734,10,Changshu ,菱塘子站
1993A,Zhangjiagang  monitoring station,31.874,120.526,16,Zhangjiagang ,张家港市监测站
1994A,Chengbei primary,31.882,120.55,10,Zhangjiagang ,城北小学
1995A,Taicang  monitoring station,31.453,121.115,4,Taicang ,太仓市监测站
1996A,Science and education new town real small,31.422,121.14,2,Taicang ,科教新城实小
1997A,Fire command center,31.955,119.146,26,Jurong ,消防指挥中心
1998A,Fangjiaba,31.955,119.18,14,Jurong ,房家坝
1999A,Hongqiao Post,31.92,120.268,8,Jiangyin ,虹桥邮政
2000A,Five Star Park,31.909,120.237,6,Jiangyin ,五星公园
2001A,Second experimental primary school,31.92,120.302,5,Jiangyin ,第二实验小学
2002A,Yixing Environmental Protection Bureau,31.354,119.818,12,Yixing ,宜兴市环保局
2003A,Yiyuan,31.371,119.794,19,Yixing ,宜园
2004A,Jintan  environmental monitoring station,31.751,119.579,14,Jintan ,金坛市环境监测站
2005A,Jintan  water company,31.737,119.579,4,Jintan ,金坛市自来水公司
2006A,"East Gate station, Liyang ",31.4,119.46,31,Liyang ,溧阳市东门子站
2007A,Yanshanzi Station,31.317,119.438,17,Liyang ,燕山子站
2008A,Haimen monitoring Station,31.896,121.173,7,Haimen ,海门市监测站
2009A,Social welfare institution,31.89708,121.1518,5,Haimen ,社会福利院
2010A,Municipal government,30.2366,119.7183,45,Lin 'an ,市政府
2011A,Four middle schools,30.2311,119.6942,54,Lin 'an ,四中
2012A,Monitoring station,30.054,119.954,20,Fuyang ,监测站
2013A,Fuchun Junior School,30.049,119.946,18,Fuyang ,富春二小
2014A,Jiang Dong,29.305,120.091,67,Yiwu ,江东
2015A,Beiyuan,29.334,120.04,87,Yiwu ,北苑
2016A,Library,29.719,120.251,14,Zhuji ,图书馆
2017A,Flynn printing,29.732,120.209,13,Zhuji ,富林印务
2018A,Baolong Villa,39.625,121.989,167,Wafangdian ,抱龙山庄
2019A,Dongshan Park,39.617,122.011,103,Wafangdian ,东山公园
2031A,Wan tin secondary,27.9958,113.1817,68,Zhuzhou ,云田中学
2054A,Pingqiao Branch Office,32.1078,114.1044,79,Xinyang ,平桥分局
2064A,South Bay Water Works,32.1403,114.0122,76,Xinyang ,南湾水厂
2065A,Municipal brewing company,32.1342,114.0681,85,Xinyang ,市酿酒公司
2066A,Audit bureau,32.1383,114.0614,86,Xinyang ,审计局
2067A, environmental monitoring station,33.6128,114.6613,53,Zhoukou ,市环境监测站
2068A,Zhoukou Normal School,33.6347,114.6758,52,Zhoukou ,周口师范
2069A, operations Department,33.5979,114.6546,49,Zhoukou ,市运管处
2070A,Chuanhui District Environmental Protection Bureau,33.6406,114.6369,52,Zhoukou ,川汇区环保局
2073A,Lam Tin (out of service 160601),24.5086,117.7206,12,Zhangzhou ,蓝田(停运160601)
2074A,Zhangzhou No. 3 Middle School (20190503 out of service),24.5157,117.6569,18,Zhangzhou ,漳州三中(20190503停运)
2075A,Nine Lakes (comparison point),24.4674,117.6336,32,Zhangzhou ,九湖(对照点)
2160A,Water company,35.5051,112.85,728,Jincheng,自来水公司
2161A,Baiyun Trade,35.4934,112.835,699,Jincheng,白云商贸
2162A,Municipal Environmental Protection Bureau,35.4883,112.8564,712,Jincheng,市环保局
2163A,Technical college,35.4894,112.8664,725,Jincheng,技术学院
2164A,Zezhou No. 1 Middle School,35.4813,112.8252,735,Jincheng,泽州一中
2165A,White Horse Temple,35.546,112.8453,867,Jincheng,白马寺
2166A,Pinscho,39.3514,112.44,1100,Shuozhou ,平朔
2167A,A surname,39.3606,112.4549,1099,Shuozhou ,朔唯
2168A,District government,39.3179,112.4254,1096,Shuozhou ,区政府
2169A,Municipal Environmental Protection Bureau,39.3265,112.4078,1106,Shuozhou ,市环保局
2170A,Municipal No. 2 Middle School,39.3673,112.4279,1121,Shuozhou ,市二中
2171A,Polyamide community,37.7019,112.7549,830,Jinzhong ,锦纶小区
2172A,Yuci hydraulic parts factory,37.683,112.703,790,Jinzhong ,榆次液压件厂
2173A,Nandu community,37.7111,112.7306,803,Jinzhong ,南都小区
2174A,Yuci District Government,37.7087,112.7105,800,Jinzhong ,榆次区政府
2175A,Yuncheng secondary,35.0147,110.9956,369,Yuncheng ,运城中学
2176A,Yudu Development Zone,35.0611,111.0233,367,Yuncheng ,禹都开发区
2177A,Yuncheng University,35.129,110.938,393,Yuncheng ,运城学院
2178A,Regional technical school,35.0308,110.9678,361,Yuncheng ,地区技校
2179A,Airport new district,35.1147,111.0414,378,Yuncheng ,空港新区
2180A,Traction (20190313 out of service),38.4186,112.7356,790,Xinzhou ,机引(20190313停运)
2181A,Development zone,38.4519,112.7383,783,Xinzhou ,开发区
2182A,Exhibition center,38.4928,112.7003,786,Xinzhou ,会展中心
2183A,Environmental Protection Agency,37.5211,111.1406,948,Lvliang ,环保局
2184A,Bean products factory,37.106,110.805,855,Lvliang ,豆制品厂
2185A,Water company,37.5136,111.1297,934,Lvliang ,自来水公司
2186A,Juying school,39.6719,106.8219,1100,Wuhai ,聚英学校
2187A,Municipal Forestry Bureau,39.6969,106.8089,1092,Wuhai ,市林业局
2188A,Zhonghaibo Bay School,39.6572,106.7931,1092,Wuhai ,中海勃湾学校
2189A,Tongliao Hotel,43.6267,122.2603,178,Tongliao ,通辽宾馆
2190A,Jiajian aluminum,43.6156,122.3039,179,Tongliao ,胶建铝业
2191A,Art vocational school,43.6801,122.2532,175,Tongliao ,艺术职业学校
2192A,District environmental protection bureau,49.2261,119.7594,611,Hulunbuir ,区环保局
2193A,Municipal art school,49.2014,119.7283,614,Hulunbuir ,市艺校
2194A,Autumn forest breeding base,40.916,107.5936,1035,Bayannur ,秋林养殖基地
2195A,Attached middle school,40.7608,107.4211,1042,Bayannur ,附中
2196A,Municipal environmental protection building,40.7378,107.3715,1040,Bayannur ,市环保大楼
2197A,Jining New District,40.9923,113.1306,1361,Ulanqab ,集宁新区
2198A,Jining old district west,41.038,113.0974,1415,Ulanqab ,集宁旧区西
2199A,Union monitoring station,46.0872,122.062,286,Xingan League ,盟监测站
2200A,Shenghua New pharmaceutical factory,46.0703,122.0506,273,Xingan League ,胜华新制药厂
2201A,Keyou front banner environmental protection Bureau,46.0756,121.9462,298,Xingan League ,科右前旗环保局
2202A, environmental monitoring station,43.9317,116.1042,1005,Xilin Gol League ,市环保监测站
2203A,Municipal government,43.9311,116.0781,994,Xilin Gol League ,市政府
2204A,stadium,38.8343,105.6775,1547,Alxa League ,体育场
2205A,Union environmental protection building,38.843,105.6975,1580,Alxa League ,盟环保楼
2206A,Environmental protection Bureau new building,38.8516,105.724,1658,Alxa League ,环保局新楼
2207A,Industrial park,41.9967,121.6178,129,Fuxin ,工业园区
2208A,Cheung ching street,42.0186,121.6561,140,Fuxin ,长青街
2209A,Agricultural park,42.0503,121.6972,155,Fuxin ,农业园区
2210A,Dongyuan,42.0228,121.6722,140,Fuxin ,东苑
2211A,Yulong New ,42.0486,121.6592,158,Fuxin ,玉龙新城
2212A,Hongwei District,41.1953,123.2,97,Liaoyang ,宏伟区
2213A,Xinhua Garden,41.2553,123.15,24,Liaoyang ,新华园
2214A,Riverside road,41.2736,123.1761,26,Liaoyang ,滨河路
2215A,Tiexi Industrial Park,41.2894,123.1417,23,Liaoyang ,铁西工业园
2216A,Hui Gong Street West,42.3022,123.8139,56,Tieling ,汇工街西
2217A,Water park,42.292,123.8469,75,Tieling ,水上乐园
2218A,Silver State Road East,42.2864,123.8489,114,Tieling ,银州路东段
2219A,Jinshajiang Road north,42.2217,123.7153,59,Tieling ,金沙江路北
2220A,West Liang,41.5931,120.4439,174,Chaoyang ,西梁
2221A,Riverside community,41.5672,120.4486,167,Chaoyang ,河畔小区
2222A,Pali Fort,41.5647,120.4247,171,Chaoyang ,八里堡
2223A,Agricultural park,41.615,120.3939,238,Chaoyang ,农业园区
2224A,Monitoring Station (Closed 200414),43.1747,124.3419,167,Siping ,监测站(停运200414)
2225A,mall,43.1594,124.3711,171,Siping ,一商场
2226A,Scenic garden,43.1847,124.3897,167,Siping ,境园
2227A,Environmental Protection Agency,42.8947,125.1358,258,Liaoyuan ,环保局
2228A,Sewage treatment plant,42.8953,125.1567,259,Liaoyuan ,污水处理厂
2229A,light,41.7156,125.9361,389,Tonghua ,光明
2230A,railway,41.7381,125.9486,472,Tonghua ,铁路
2231A,Kiyoyo,41.9206,126.4047,462,Baishan ,喜丰
2232A,Environmental Protection Agency,41.9419,126.4078,471,Baishan ,环保局
2233A,Areas south of the Yangtze River,45.0878,124.8292,133,Songyuan ,江南
2234A,North of the river,45.1642,124.8528,141,Songyuan ,江北
2235A,Taobei district Environmental Protection Bureau,45.6289,122.8444,153,Baicheng ,洮北区环保局
2236A,Municipal Environmental Protection Bureau,45.6175,122.8211,152,Baicheng ,市环保局
2237A,Maternal and child hospital,42.8939,129.4892,175,Yanbian ,妇幼医院
2238A,Yanbian Hospital,42.9061,129.5042,184,Yanbian ,延边医院
2239A,Chaoyang Chuanzhen Hospital,42.8775,129.3675,203,Yanbian ,朝阳川镇医院
2240A,Environmental Protection Agency,45.2924,130.962,200,Jixi ,环保局
2241A,Water company,45.305,130.9817,187,Jixi ,自来水公司
2242A,distillery,45.2948,131.0103,186,Jixi ,白酒厂
2243A,Meteorological Office (reference point),45.2978,130.9298,274,Jixi ,气象局(对照点)
2244A,Harbin Beer branch,47.3349,130.2659,171,Hegang ,哈啤分公司
2245A,Star Electric,47.2753,130.261,150,Hegang ,斯达机电
2246A,Dongshan paperboard factory,47.3489,130.3172,162,Hegang ,东山纸板厂
2247A,Reservoir No. 5,47.3382,130.1097,182,Hegang ,五号水库
2248A,Shuanghe Village,46.6572,131.1638,161,Shuangyashan ,双合村
2249A,Nanxiao,46.619,131.1651,140,Shuangyashan ,南小市
2250A,Environmental Protection Agency,46.6462,131.1516,165,Shuangyashan ,环保局
2251A,nursery,46.5888,131.1572,190,Shuangyashan ,苗圃
2252A,Central hospital,47.7222,128.8736,226,Yichun ,中心医院
2253A,Forestry administration bureau,47.7317,128.9094,227,Yichun ,林管局
2254A,Tangwang River National Park,48.4658,129.4942,398,Yichun ,汤旺河国家公园
2255A,habotai,46.8025,130.2719,83,Jiamusi ,佳纺
2256A,Power station,46.8267,130.3961,82,Jiamusi ,发电厂
2257A,Environmental Protection Agency,46.7975,130.3258,83,Jiamusi ,环保局
2258A,Eleven middle schools,46.8032,130.3648,81,Jiamusi ,十一中
2259A,Mitoyo,46.7588,130.3794,116,Jiamusi ,四丰
2260A,Environmental Protection Agency,45.7677,131.0032,231,Qitaihe ,环保局
2261A,New (outage 200107),45.8194,130.8625,196,Qitaihe ,新建(停运200107)
2262A,Huotou channel,45.8309,130.9467,291,Qitaihe ,葫头沟(对照点)
2263A,Transport bureau,50.2486,127.4961,137,Heihe ,交通局　
2264A,Party school,50.2391,127.5044,133,Heihe ,党校
2265A,Seismological bureau,50.2538,127.4143,158,Heihe ,地震局　
2266A,Renhe East Street,46.6384,126.9934,184,Suihua ,人和东街
2267A,Party and government office center,46.6527,126.9636,173,Suihua ,党政办公中心
2268A,Environmental Protection Agency (shutdown 191231),50.4269,124.1186,393,Greater Khinganling region ,环保局(停运191231)
2269A,Public security bureau,50.4217,124.1303,389,Greater Khinganling region ,公安局
2270A,Workers' sanatorium,32.939,117.3961,28,Bengbu ,工人疗养院
2271A,Department store,32.9427,117.3605,32,Bengbu ,百货大楼
2272A,No. 2 Water Works (closed 200430),32.935,117.3086,26,Bengbu ,二水厂(停运200430)
2273A,Bengbu University,32.8913,117.4186,21,Bengbu ,蚌埠学院
2274A,Huaishang District government,32.9673,117.3536,19,Bengbu ,淮上区政府
2275A,High-tech zone,32.8985,117.3065,23,Bengbu ,高新区
2276A,Datong District Government (discontinued),32.6611,117.0417,25,Huainan ,大通区政府（已停运）
2277A,Panji District Government,32.7639,116.8028,22,Huainan ,潘集区政府
2278A,Normal college,32.645,117.0083,33,Huainan ,师范学院
2279A,Xiejia District Government,32.6028,116.8556,48,Huainan ,谢家集区政府
2280A,Palgongshan District government,32.6319,116.8306,51,Huainan ,八公山区政府
2281A,Jiaogang Lake Scenic area management office,32.625,116.7039,22,Huainan ,焦岗湖风景区管理处
2282A,Monitoring station,33.975,116.8008,42,Huaibei ,监测站
2283A,Lieshan District Government,33.8997,116.8067,29,Huaibei ,烈山区政府
2284A,Vocational technical college,33.9461,116.7844,31,Huaibei ,职业技术学院
2285A, No. 4 Middle School,30.9414,117.8178,34,Tongling ,市第四中学
2286A,Municipal highway Bureau,30.9222,117.8078,41,Tongling ,市公路局
2287A, Xinmin sewage plant,30.9414,117.7806,9,Tongling ,市新民污水厂
2288A, No. 9 Middle School,30.8811,117.7442,10,Tongling ,市第九中学
2289A,Railway station new district,30.9219,117.8561,19,Tongling ,车站新区
2290A, vocational education base,30.9697,117.8472,15,Tongling ,市职教基地
2291A,Chinese Academy of Environmental Sciences,30.5103,117.0549,16,Anqing ,环科院
2292A,Masan Hotel,30.512,117.0331,35,Anqing ,马山宾馆
2293A,Lianfu Garden (closed 180816),30.5489,117.0486,26,Anqing ,联富花园(停运180816)
2294A,Ankyung University (191227),30.6145,116.9896,27,Anqing ,安庆大学(191227更为评价点)
2295A,89 Yan 'an Road,29.7128,118.3057,164,Huangshan ,延安路89号
2296A,89 East Huangshan Road,29.7207,118.3236,127,Huangshan ,黄山东路89号
2297A,Huangshan District Government Building 5,30.2756,118.1371,169,Huangshan ,黄山区政府5号楼
2298A,University for the aged,32.3153,118.3094,21,Chuzhou ,老年大学
2299A,Renmin Hotel,32.2786,118.3244,26,Chuzhou ,人大宾馆
2300A,Monitoring Station (20190308 out of service),32.3061,118.3158,21,Chuzhou ,监测站(20190308停运)
2301A,Municipal monitoring station,32.8928,115.8275,33,Fuyang ,市监测站
2302A,Municipal Party school,32.913,115.77,30,Fuyang ,市委党校
2303A,Development zone,32.8603,115.8556,29,Fuyang ,开发区
2304A,Monitoring building,33.6481,116.9765,35,Suzhou ,监测楼
2305A,No. 1 Middle School (outage 200114),33.6284,116.9677,30,Suzhou ,一中(停运200114)
2306A,Railway station,33.6306,116.989,29,Suzhou ,火车站
2307A,Monitoring building,31.7371,116.508,62,Lu 'an ,监测大楼
2308A,West Anhui University,31.7618,116.478,34,Lu 'an ,皖西学院
2309A,Chaoyang Plant,31.7797,116.5068,42,Lu 'an ,朝阳厂
2310A,Development zone,31.7712,116.5661,57,Lu 'an ,开发区
2311A,Sewage treatment plant,33.8399,115.8067,40,Bozhou ,污水处理厂
2312A,Three Kingdoms Range Rover Palace,33.8561,115.7831,42,Bozhou ,三国揽胜宫
