site_id,site_name,latitude,longitude,altitude,state,county,city,land_use,location_setting,owning_agency,established_date,closed_date,address,zip_code,area_classification
010030010,"FAIRHOPE, Alabama",30.497478,-87.880258,37.19,Alabama,Baldwin,Fairhope,COMMERCIAL,SUBURBAN,Al Dept Of Env Mgt,2000-01-01,,"FAIRHOPE HIGH SCHOOL, 1 PIRATE DRIVE, FAIRHOPE,  ALABAMA",36532.0,urban-periphery
010050002,CLIO,31.664302,-85.606175,143.26,Alabama,Barbour,Not in a city,FOREST,SUBURBAN,Al Dept Of Env Mgt,2003-10-06,,"437 COUNTY ROAD 8, CLIO, ALABAMA",,urban-periphery
010070001,010070001,32.904048,-87.233057,445.0,Alabama,Bibb,Centreville (Centerville),AGRICULTURAL,RURAL,"Environmental Science & Engineering, Inc (Ese)",1991-07-15,,11.8 KM SW OF CENTREVILLE ON CNTY RD 25.,35034.0,rural
010270001,ASHLAND,33.284928,-85.803608,344.42,Alabama,Clay,Ashland,RESIDENTIAL,RURAL,Al Dept Of Env Mgt,1991-03-25,,ASHLAND AIRPORT,36251.0,rural
010330041,010330041,34.7637,-87.652807,158.0,Alabama,Colbert,Not in a city,INDUSTRIAL,SUBURBAN,Tennessee Valley Authority,1983-01-01,,0.98 MI. SSW OF NFDC CHIMNEY,,urban-periphery
010330042,010330042,34.762033,-87.662251,168.0,Alabama,Colbert,Not in a city,INDUSTRIAL,SUBURBAN,Tennessee Valley Authority,1983-01-01,,1.4 MI. SW OF NFDC CHIMNEY,,urban-periphery
010330043,010330043,34.73259,-87.857534,140.0,Alabama,Colbert,Not in a city,AGRICULTURAL,RURAL,Tennessee Valley Authority,1983-09-27,,TVA COLBERT 13   0.9 MI SW COLBERT FP,,rural
010330044,010330044,34.690647,-87.821422,238.0,Alabama,Colbert,Not in a City,AGRICULTURAL,RURAL,Tennessee Valley Authority,1983-09-26,,TVA COLBERT 14___3.98 MI SE COLBERT FP,,rural
010331003,010331003,34.7589,-88.0138,148.0,Alabama,Colbert,Not in a City,FOREST,RURAL,National Park Service,2009-05-06,,Natchez Trace Parkway,35616.0,rural
010490001,010490001,34.456508,-85.671628,488.0,Alabama,DeKalb,Fort Payne,AGRICULTURAL,RURAL,Al Dept Of Env Mgt,1997-01-01,,29.9 MI S OF WIDOWS CREEK POWER PLANT,35967.0,rural
010490005,010490005,34.495116,-85.865264,402.0,Alabama,DeKalb,Rainsville,AGRICULTURAL,RURAL,Al Dept Of Env Mgt,1997-01-01,,27.5 MILES SSW OF WIDOWS CREEK STEAM PPL,35986.0,rural
010490006,010490006,34.525372,-85.899937,378.0,Alabama,DeKalb,Powell,AGRICULTURAL,RURAL,Al Dept Of Env Mgt,1997-01-01,,25.9 MILES SSW OF WIDOWS CREEK STEAM PPL,35971.0,rural
010490009,010490009,34.291783,-85.958621,347.0,Alabama,DeKalb,Not in a City,AGRICULTURAL,RURAL,Al Dept Of Env Mgt,1997-01-01,,42.7 MILE S.S W OF WIDOWS CREEK STEAM,35962.0,rural
010491003,CROSSVILLE,34.288567,-85.969858,500.0,Alabama,DeKalb,Crossville,AGRICULTURAL,RURAL,Al Dept Of Env Mgt,1998-12-01,,"13112 HWY.68 , CROSSVILLE AL. 35962",35962.0,rural
010499991,Sand Mountain,34.289001,-85.970065,352.0,Alabama,DeKalb,Crossville,AGRICULTURAL,RURAL,USEPA - Clean Air and Power Division,1988-11-17,,"Sand Mountain Alabama Agricultural Experiment Station, Crossville, AL 35962",35962.0,rural
010510002,MONITOR LOCATED ON GROUNDS OF NATIONAL GUARD ARMORY.,32.583466,-85.93246,400.0,Alabama,Elmore,Tallassee,RESIDENTIAL,SUBURBAN,Al Dept Of Env Mgt,1982-03-30,,"164 MCNEAL ST., TALLASSEE, AL 36078",,urban-periphery
010510004,Wetumpka Westside Technology Park,32.53568,-86.255193,54.0,Alabama,Elmore,Wetumpka,INDUSTRIAL,URBAN AND CENTER CITY,Al Dept Of Env Mgt,2018-03-20,,"3148 Elmore Road, Wetumpka, Alabama 36092",36092.0,urban-centre
010531000,PCI MET1,31.0921,-87.5435,89.61,Alabama,Escambia,Not in a City,AGRICULTURAL,RURAL,Poarch Band of Creek Indians,2014-09-01,,Jack Springs Rd,36502.0,rural
010550001,010550001,33.999819,-86.107475,17.0,Alabama,Etowah,Attalla,RESIDENTIAL,SUBURBAN,Al Dept Of Env Mgt,1981-01-01,,ATTALLA COMMUNITY CENTER,,urban-periphery
010550008,GADSDEN,34.015097,-86.012194,0.0,Alabama,Etowah,Gadsden,RESIDENTIAL,SUBURBAN,Al Dept Of Env Mgt,1984-02-01,,3200 WALNUT ST,,urban-periphery
010550010,GADSDEN C. COLLEGE,33.98821,-85.992556,50.0,Alabama,Etowah,Gadsden,COMMERCIAL,URBAN AND CENTER CITY,Al Dept Of Env Mgt,2000-01-01,,"314 COLLEGE DRIVE, GADSDEN, AL 35902",35903.0,urban-centre
010710020,010710020,34.877025,-85.720805,457.0,Alabama,Jackson,Not in a city,AGRICULTURAL,RURAL,Tennessee Valley Authority,1972-01-01,,TVA WIDOWS CRK 11 2.0 MI ESE WIDOWS CRK,,rural
010710022,010710022,34.856748,-85.735528,459.0,Alabama,Jackson,Not in a city,AGRICULTURAL,RURAL,Al Dept Of Env Mgt,1997-01-01,,2.14 MI. SSE OF WIDOWS CREEK STEAM PLANT,,rural
010710039,010710039,34.874249,-85.763029,187.0,Alabama,Jackson,Not in a city,INDUSTRIAL,RURAL,Tennessee Valley Authority,1982-01-01,,TVA WIDOWS CRK 26   .83 MI SW WDCK,,rural
010730002,010730002,33.3975,-86.955278,168.0,Alabama,Jefferson,Bessemer,COMMERCIAL,URBAN AND CENTER CITY,"Jefferson County, AL  Department Of Health",1980-01-16,,"1500 1ST AVE N., BESSEMER, AL",35020.0,urban-centre
010730008,010730008,33.539548,-86.533317,204.0,Alabama,Jefferson,Leeds,INDUSTRIAL,RURAL,"Jefferson County, AL  Department Of Health",1985-10-01,,"NEW JER., HAYES INT'L, 1370 BORDEN AVENU",,rural
010730023,North Birmingham,33.553056,-86.815,177.0,Alabama,Jefferson,Birmingham,COMMERCIAL,URBAN AND CENTER CITY,"Jefferson County, AL  Department Of Health",1979-03-12,,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",35207.0,urban-centre
010730028,010730028,33.529444,-86.850278,166.0,Alabama,Jefferson,Birmingham,RESIDENTIAL,SUBURBAN,"Jefferson County, AL  Department Of Health",1981-01-01,,"EAST THOMAS, FINLEY, 841 FINLEY AVE. BP.",35204.0,urban-periphery
010730031,010730031,33.503717,-86.808046,183.0,Alabama,Jefferson,Birmingham,COMMERCIAL,URBAN AND CENTER CITY,"Jefferson County, AL  Department Of Health",1982-01-01,,"UAB, GUY TATE BLDG., 1400 6TH AVE. SOUTH",,urban-centre
010730034,010730034,33.5275,-86.807778,185.0,Alabama,Jefferson,Birmingham,RESIDENTIAL,URBAN AND CENTER CITY,"Jefferson County, AL  Department Of Health",1984-01-01,,"2301 11TH AVE NORTH, BIRMINGHAM, AL.",35203.0,urban-centre
010731005,McAdory,33.331111,-87.003611,163.0,Alabama,Jefferson,Not in a City,RESIDENTIAL,SUBURBAN,"Jefferson County, AL  Department Of Health",1987-06-17,, ROUTE 8 MCADORY,35111.0,urban-periphery
010731006,010731006,33.535937,-86.534984,201.0,Alabama,Jefferson,Leeds,INDUSTRIAL,RURAL,"Jefferson County, AL  Department Of Health",1985-11-03,,"NEW JER., CALDWELL FDY., 177 DUNNAVANT R",,rural
010731007,010731007,33.539167,-86.534444,195.0,Alabama,Jefferson,Leeds,INDUSTRIAL,RURAL,"Jefferson County, AL  Department Of Health",1985-10-01,,"176 DUNNAVANT RD, LEEDS",35094.0,rural
010731008,010731008,33.451389,-86.967222,164.0,Alabama,Jefferson,Bessemer,COMMERCIAL,URBAN AND CENTER CITY,"Jefferson County, AL  Department Of Health",1995-07-01,,3822 WILLIAMSON DRIVE,35023.0,urban-centre
010731009,010731009,33.459722,-87.305556,226.0,Alabama,Jefferson,Not in a City,FOREST,RURAL,"Jefferson County, AL  Department Of Health",2000-01-01,,1801 BRUCE SHAW ROAD,35006.0,rural
010731010,Leeds,33.545278,-86.549167,195.0,Alabama,Jefferson,Leeds,RESIDENTIAL,SUBURBAN,"Jefferson County, AL  Department Of Health",1987-01-01,, 201 ASHVILLE ROAD,35094.0,urban-periphery
010732003,Wylam,33.499722,-86.924167,191.0,Alabama,Jefferson,Birmingham,RESIDENTIAL,SUBURBAN,"Jefferson County, AL  Department Of Health",1981-01-01,,1242 JERSEY ST WYLAM AL,35224.0,urban-periphery
010732005,010732005,33.530937,-86.541373,210.0,Alabama,Jefferson,Leeds,RESIDENTIAL,RURAL,"Jefferson County, AL  Department Of Health",1982-12-07,,"NEW JERUSALEM, HOL CHURCH, RT. 2, BOX 54",,rural
010732006,Hoover,33.386389,-86.816667,180.0,Alabama,Jefferson,Hoover,COMMERCIAL,SUBURBAN,"Jefferson County, AL  Department Of Health",1988-09-01,,"3425 TAMASSEE LANE, HOOVER, AL 35226",35226.0,urban-periphery
010732059,Arkadelphia/Near Road,33.521427,-86.844112,183.726,Alabama,Jefferson,Birmingham,RESIDENTIAL,URBAN AND CENTER CITY,"Jefferson County, AL  Department Of Health",2014-01-01,,"1110 5th Street West Birmingham, AL 35204",35204.0,urban-centre
010735002,010735002,33.704722,-86.669167,204.0,Alabama,Jefferson,Pinson,RESIDENTIAL,SUBURBAN,"Jefferson County, AL  Department Of Health",1980-07-21,,"PINSON, HIGH SCH., BOX 360 HWY 75 NORTH",35126.0,urban-periphery
010735501,North Birmingham Elementary School,33.55724,-86.819499,0.0,Alabama,Jefferson,Birmingham,COMMERCIAL,URBAN AND CENTER CITY,US EPA/OAQPS,2009-06-19,,2620 35th Ave N,35207.0,urban-centre
010735502,Lewis Elementary School,33.5448,-86.8239,0.0,Alabama,Jefferson,Birmingham,COMMERCIAL,URBAN AND CENTER CITY,US EPA/OAQPS,2009-06-23,,2015 26thSt,35234.0,urban-centre
010735503,Riggins School,33.5684,-86.8029,0.0,Alabama,Jefferson,Birmingham,COMMERCIAL,URBAN AND CENTER CITY,US EPA/OAQPS,2009-06-23,,3177 44th Ct N,35207.0,urban-centre
010735504,Tarrant Elementary School,33.5784,-86.7718,0.0,Alabama,Jefferson,Tarrant (corporate name for Tarrant City),COMMERCIAL,URBAN AND CENTER CITY,US EPA/OAQPS,2009-06-23,,1269 Portland Street,35217.0,urban-centre
010735505,Hudson K-8,33.556633,-86.805464,193.0,Alabama,Jefferson,Birmingham,RESIDENTIAL,URBAN AND CENTER CITY,US EPA/OAQPS,2010-03-01,,"3300 Shuttlesworth Dr., Birmingham, AL 35207",35207.0,urban-centre
010736002,Tarrant Elementary School,33.578333,-86.773889,173.0,Alabama,Jefferson,Tarrant (corporate name for Tarrant City),RESIDENTIAL,SUBURBAN,"Jefferson County, AL  Department Of Health",1979-11-17,,"TARRANT, ELEM. SCH., 1269 PORTLAND STREE",35217.0,urban-periphery
010736003,010736003,33.585556,-86.779444,169.0,Alabama,Jefferson,Tarrant (corporate name for Tarrant City),INDUSTRIAL,URBAN AND CENTER CITY,"Jefferson County, AL  Department Of Health",1994-06-28,,44-SWEET AVENUE,35217.0,urban-centre
010736004,Sloss Shuttlesworth,33.565278,-86.796389,179.0,Alabama,Jefferson,Birmingham,RESIDENTIAL,URBAN AND CENTER CITY,"Jefferson County, AL  Department Of Health",1996-01-24,,4113 SHUTTLESWORTH DRIVE,35207.0,urban-centre
010790002,Sipsey Wilderness,34.342904,-87.33973,301.0,Alabama,Lawrence,Moulton,FOREST,RURAL,National Park Service,1992-03-07,,"US FOREST SERVICE RANGER STA., (SIPSEY) H'WY 33.",35650.0,rural
010799000,010799000,34.343429,-87.338806,286.0,Alabama,Lawrence,Not in a City,FOREST,RURAL,National Park Service,1992-03-07,,Sipsy Wilderness,35650.0,rural
010830004,010830004,34.685702,-86.88081,0.0,Alabama,Limestone,Not in a city,AGRICULTURAL,RURAL,Tennessee Valley Authority,2003-04-01,,9494 EXPERIMENTAL LOOP,,rural
010890002,Fire Station #10,34.788423,-86.616105,183.0,Alabama,Madison,Huntsville,RESIDENTIAL,SUBURBAN,"City of Huntsville, Div of Natural Resources",1970-01-01,,5006 PULASKI PIKE,,urban-periphery
010890003,Garage Daily,34.728831,-86.585003,184.0,Alabama,Madison,Huntsville,COMMERCIAL,URBAN AND CENTER CITY,"City of Huntsville, Div of Natural Resources",1970-04-01,,MADISON STREET,,urban-centre
010890004,Fire Station #7,34.620369,-86.566381,187.0,Alabama,Madison,Huntsville,AGRICULTURAL,RURAL,"City of Huntsville, Div of Natural Resources",1970-01-01,,11525 SO PARKWAY,,rural
010890014,HUNTSVILLE OLD AIRPORT,34.68547,-86.58816,183.0,Alabama,Madison,Huntsville,COMMERCIAL,URBAN AND CENTER CITY,"City of Huntsville, Div of Natural Resources",1973-11-01,,3720 Russell Brown Dr SW,35802.0,urban-centre
010890021,NORTHEAST SIDE OF A&M RESEARCH STATION,34.902866,-86.569716,0.0,Alabama,Madison,Huntsville,AGRICULTURAL,SUBURBAN,"City of Huntsville, Div of Natural Resources",1991-03-26,,321 WALKER LANE,,urban-periphery
010890022,HUNTSVILLE CAPSHAW ROAD,34.772727,-86.756174,227.99,Alabama,Madison,Huntsville,AGRICULTURAL,RURAL,"City of Huntsville, Div of Natural Resources",2011-07-01,,1130 Capshaw Road,35757.0,rural
010970003,CHICKASAW,30.770181,-88.087761,10.67,Alabama,Mobile,Chickasaw,COMMERCIAL,SUBURBAN,Al Dept Of Env Mgt,1974-05-22,,"Iroquois and Azalea, CHICKASAW, MOBILE CO.,  ALABAMA",36611.0,urban-periphery
010970005,MONITOR LOCATED ON GROUNDS OF THE ALBERT P. BREWER CENTER.,30.668583,-88.219026,14.0,Alabama,Mobile,Mobile,COMMERCIAL,URBAN AND CENTER CITY,Al Dept Of Env Mgt,1984-12-04,,"101 S. SCHILLINGER RD, MOBILE, AL.",36695.0,urban-centre
010970016,"WKRG, MOBILE",30.720515,-88.058951,6.0,Alabama,Mobile,Mobile,INDUSTRIAL,URBAN AND CENTER CITY,Al Dept Of Env Mgt,1982-01-01,,"WKRG XMITTING STN, TELEGRAPH RD.",36610.0,urban-centre
010970023,Africatown,30.770181,-88.087761,10.2,Alabama,Mobile,Chickasaw,RESIDENTIAL,URBAN AND CENTER CITY,Al Dept Of Env Mgt,2026-01-01,,528 Capt Leon C Roberts St,36611.0,urban-centre
010972005,BAY ROAD,30.474305,-88.141022,19.81,Alabama,Mobile,Theodore,AGRICULTURAL,RURAL,Al Dept Of Env Mgt,1998-05-21,,"BAY RD. ,MOBILE AL.",36582.0,rural
010973101,010973101,30.7703,-88.0875,11.0,Alabama,Mobile,Mobile,RESIDENTIAL,SUBURBAN,South Alabama Regional Planning Commission,2002-08-01,,CHICKASAW ARMORY,,urban-periphery
010973102,010973102,30.7089,-88.0519,4.0,Alabama,Mobile,Mobile,RESIDENTIAL,SUBURBAN,South Alabama Regional Planning Commission,2002-08-01,,650 ANTHONY ST,,urban-periphery
010973103,010973103,30.9383,-88.025,8.0,Alabama,Mobile,Mobile,RESIDENTIAL,RURAL,South Alabama Regional Planning Commission,2002-08-01,,STATE HIGHWAY 43,,rural
010973104,010973104,30.6156,-88.3444,39.0,Alabama,Mobile,Mobile,RESIDENTIAL,RURAL,South Alabama Regional Planning Commission,2002-08-01,,NEWMAN ROAD,,rural
010973105,010973105,30.5764,-88.1403,7.0,Alabama,Mobile,Mobile,COMMERCIAL,SUBURBAN,South Alabama Regional Planning Commission,2002-08-01,,5525 COMMERCE LANE,,urban-periphery
010975002,"LEMOYNE, WATER TOWER, AMBIENT SITE",30.937508,-88.023705,11.0,Alabama,Mobile,Mobile,RESIDENTIAL,SUBURBAN,Al Dept Of Env Mgt,1992-12-10,,"U.S. H'WAY 43, 4.5 MILES N OF I-65, AXIS",36505.0,urban-periphery
010976000,010976000,30.47415,-88.14102,4.0,Alabama,Mobile,Theodore,RESIDENTIAL,RURAL,Al Dept Of Env Mgt,2001-06-05,,4425 BAY ROAD,,rural
010978001,James Seals Jr. Park and Recreation Center,30.679,-88.046,6.0,Alabama,Mobile,Mobile,INDUSTRIAL,URBAN AND CENTER CITY,Al Dept Of Env Mgt,2023-03-01,,"James Seals Jr. Park and Recreation Center, 540 Texas St",36603.0,urban-centre
011011001,011011001,31.971818,-86.134681,433.0,Alabama,Montgomery,Not in a city,AGRICULTURAL,RURAL,Al Dept Of Env Mgt,1986-02-28,,"P.O. BOX 114, GRADY ALA. 36036",,rural
011011002,"MOMS, ADEM",32.412811,-86.263394,76.2,Alabama,Montgomery,Montgomery,COMMERCIAL,SUBURBAN,Al Dept Of Env Mgt,1993-06-01,,"1350 COLISEUM BLVD, MONTGOMERY, ALABAMA",36109.0,urban-periphery
011030009,ADEM MALLARD CREEK PM10 STATION NEAR DECATUR AL,34.630956,-87.052775,183.0,Alabama,Morgan,Decatur,INDUSTRIAL,RURAL,Al Dept Of Env Mgt,1993-04-06,,RT 1 BOX 93-B FINLEY ISLAND ROAD,35601.0,rural
011030011,"DECATUR, Alabama",34.530717,-86.967536,173.74,Alabama,Morgan,Decatur,COMMERCIAL,URBAN AND CENTER CITY,Al Dept Of Env Mgt,2000-04-01,,"P.O. BOX 2224 WALLACE DEVELOPMENT CENTER. DECATUR, ALABAMA",35603.0,urban-centre
011090003,TROY LEAD,31.790479,-85.978974,161.0,Alabama,Pike,Troy,INDUSTRIAL,SUBURBAN,Al Dept Of Env Mgt,1979-01-01,,HENDERSON ROAD,36081.0,urban-periphery
011130003,PHENIX CITY - SOUTH GIRARD SCHOOL,32.437028,-84.999653,25.0,Alabama,Russell,Phenix City,COMMERCIAL,SUBURBAN,Al Dept Of Env Mgt,2017-01-01,,"510 6th Place South, Phenix City, Alabama  36869",36867.0,urban-periphery
011170004,HELENA,33.317142,-86.825754,134.11,Alabama,Shelby,Helena,AGRICULTURAL,RURAL,Al Dept Of Env Mgt,1983-01-01,,"HELENA, BEARDEN FARM",35080.0,rural
011170005,011170005,33.285946,-86.818045,0.0,Alabama,Shelby,Pelham,AGRICULTURAL,RURAL,Al Dept Of Env Mgt,1988-03-17,,"RT 3, P.O. BOX 5643, PELHAM, AL",,rural
011170006,PELHAM,33.312927,-86.821104,900.0,Alabama,Shelby,Pelham,COMMERCIAL,SUBURBAN,Al Dept Of Env Mgt,1998-12-01,,PELHAM HIGH SCHOOL,35124.0,urban-periphery
011179001,"Lhoist, Montevallo Plant",33.0928,-86.8072,1.0,Alabama,Shelby,Calera,INDUSTRIAL,RURAL,Al Dept Of Env Mgt,2017-01-01,,7444 State Hwy 25,35040.0,rural
011190003,"Ward, Sumter Co.",32.362606,-88.277992,63.7032,Alabama,Sumter,Not in a City,AGRICULTURAL,RURAL,Al Dept Of Env Mgt,2013-03-01,,"NNE of Ward Post Office, Sumter Co., Alabama",36907.0,rural
011250010,"DUNCANVILLE, TUSCALOOSA",33.089772,-87.459733,69.0,Alabama,Tuscaloosa,Tuscaloosa,COMMERCIAL,SUBURBAN,Al Dept Of Env Mgt,2001-02-01,,"11690 SOUTHFORK DR. DUNCANVILLE, AL_35456",35456.0,urban-periphery
011250011,"Duncanville Middle School, Duncanville (Tuscaloosa) Alabama",33.095379,-87.481507,69.0,Alabama,Tuscaloosa,Tuscaloosa,COMMERCIAL,SUBURBAN,Al Dept Of Env Mgt,2022-03-01,,"11205 Eagle Pkwy, DUNCANVILLE, AL_35456",35456.0,urban-periphery
011270002,JASPER,33.832885,-87.272505,109.0,Alabama,Walker,Jasper,RESIDENTIAL,SUBURBAN,Al Dept Of Env Mgt,1982-01-01,,HIGHLAND AVE. AND 17TH ST. EAST,35501.0,urban-periphery
011296002,MCINTOSH HIGH SCHOOL,31.255833,-88.022967,4.0,Alabama,Washington,McIntosh,COMMERCIAL,RURAL,Al Dept Of Env Mgt,2005-04-19,,7010 HIGHWAY 43 NORTH,36553.0,rural
020130002,Simeonof,55.324675,-160.508331,57.0,Alaska,Aleutians East ,Sand Point,FOREST,RURAL,National Park Service,2001-07-01,,Simeonof,99661.0,rural
020200018,GARDEN/TRINITY CHRISTIAN CHURCH,61.205861,-149.824602,39.0,Alaska,Anchorage ,Anchorage,RESIDENTIAL,SUBURBAN,Alaska Department Of Environmental Conservation,1979-01-01,,3000 EAST 16TH AVENUE,99508.0,urban-periphery
020200044,ON THE ROOF OF THE ALLSTATE BUILDING,61.181083,-149.817389,50.0,Alaska,Anchorage ,Anchorage,COMMERCIAL,URBAN AND CENTER CITY,Municipality Of Anchorage Air Pollution Control Agency,1996-10-12,,3335 E TUDOR RD ANCHORAGE AK 99508,99507.0,urban-centre
020200045,ON THE ROOF OF THE TUDOR PROFESSIONAL BUILDING,61.181117,-149.834003,50.0,Alaska,Anchorage ,Anchorage,COMMERCIAL,URBAN AND CENTER CITY,Alaska Department Of Environmental Conservation,2015-05-28,,4335 LAUREL STREET ANCHORAGE AK 99508,99508.0,urban-centre
020200048,UNITARIAN CHURCH,61.191514,-149.93493,21.0,Alaska,Anchorage ,Anchorage,RESIDENTIAL,SUBURBAN,Municipality Of Anchorage Air Pollution Control Agency,1998-10-15,,3201 TURNAGAIN STREET,99517.0,urban-periphery
020200051,"Merrill Field, Pb Monitoring Station",61.215497,-149.830175,42.0,Alaska,Anchorage ,Anchorage,COMMERCIAL,URBAN AND CENTER CITY,Municipality Of Anchorage Air Pollution Control Agency,2011-10-18,,"2811 Merrill Field Dr, Anchorage AK",99501.0,urban-centre
020200052,DHHS,61.215027,-149.903111,35.0,Alaska,Anchorage ,Anchorage,RESIDENTIAL,URBAN AND CENTER CITY,Municipality Of Anchorage Air Pollution Control Agency,2007-09-27,,727 L Street,99501.0,urban-centre
020201004,PARKGATE/EAGLE RIVER,61.3267,-149.569707,100.0,Alaska,Anchorage ,Anchorage,COMMERCIAL,SUBURBAN,Alaska Department Of Environmental Conservation,1974-01-01,,11723 OLD GLENN HIGHWAY,99577.0,urban-periphery
020500001,Bethel,60.79583,-161.767,4.0,Alaska,Bethel ,Bethel,COMMERCIAL,RURAL,Alaska Department Of Environmental Conservation,2018-05-23,,"370A 4th Avenue, Bethel, Alaska 99559",99559.0,rural
020680003,Denali NP,63.7232,-148.9676,663.0,Alaska,Denali ,Not in a City,FOREST,RURAL,National Park Service,1986-11-01,,DENALI NATIONAL PARK,99743.0,rural
020900002,020900002,64.844847,-147.723536,140.0,Alaska,Fairbanks North Star ,Fairbanks,COMMERCIAL,URBAN AND CENTER CITY,Alaska Department Of Environmental Conservation,1972-01-01,,FEDERAL BLDG/2ND & CUSHMAN,,urban-centre
020900020,020900020,64.832347,-147.733813,136.0,Alaska,Fairbanks North Star ,Fairbanks,RESIDENTIAL,URBAN AND CENTER CITY,Alaska Department Of Environmental Conservation,1979-01-01,,HUNTER ELEM/17TH & GILLIAM WY,,urban-centre
020900023,020900023,64.84179,-147.753258,136.0,Alaska,Fairbanks North Star ,Fairbanks,INDUSTRIAL,URBAN AND CENTER CITY,US EPA - Region 10,2002-04-01,,"202 WIEN ST, NATIONAL GUARD ARMORY",,urban-centre
020900029,020900029,64.846506,-147.692461,141.0,Alaska,Fairbanks North Star ,Fairbanks,RESIDENTIAL,SUBURBAN,Alaska Department Of Environmental Conservation,1979-10-01,,Nordale Elementary School Hamilton & Eureka,99701.0,urban-periphery
020900033,NORTH POLE ELEMENTARY SCHOOL,64.752336,-147.347208,146.0,Alaska,Fairbanks North Star ,North Pole,RESIDENTIAL,SUBURBAN,Alaska Department Of Environmental Conservation,2008-12-20,,NP Elementary/250 Snowman Lane,99705.0,urban-periphery
020900034,NCORE,64.84569,-147.727413,132.0,Alaska,Fairbanks North Star ,Fairbanks,COMMERCIAL,URBAN AND CENTER CITY,Alaska Department Of Environmental Conservation,2009-11-03,,907 Terminal St.,99701.0,urban-centre
020900035,North Pole Fire Station #3,64.762641,-147.310279,145.0,Alaska,Fairbanks North Star ,Not in a City,RESIDENTIAL,SUBURBAN,Alaska Department Of Environmental Conservation,2011-03-01,,"3288 Hurst Road, North Pole, Alaska 99705",99705.0,urban-periphery
020900039,020900039,64.759289,-147.372278,555.0,Alaska,Fairbanks North Star ,North Pole,RESIDENTIAL,SUBURBAN,Fairbanks North Star Borough Environmental Services,2014-10-01,,"North Pole Water/2696 Mockler Ave, North Pole AK 99507",99705.0,urban-periphery
020900040,A Street,64.84593,-147.69327,135.0,Alaska,Fairbanks North Star ,Fairbanks,RESIDENTIAL,SUBURBAN,Alaska Department Of Environmental Conservation,2018-11-29,,397 Hamilton Ave,99701.0,urban-periphery
020904001,Watershed Charter School,64.8262,-147.868936,137.0,Alaska,Fairbanks North Star ,College,RESIDENTIAL,SUBURBAN,Fairbanks North Star Borough Environmental Services,2013-03-01,,"Watershed Charter Sch/4975 Decathalon, Fairbanks AK 99709",99709.0,urban-periphery
020904002,N-Core AMS,64.84561,-147.727,103.0,Alaska,Fairbanks North Star ,College,COMMERCIAL,URBAN AND CENTER CITY,Alaska Department Of Environmental Conservation,2009-05-26,,"809 Pioneer Rd., Fairbanks, AK, 99709",99709.0,urban-centre
020904003,Wood River Elementary School,64.83913,-147.872,145.0,Alaska,Fairbanks North Star ,College,RESIDENTIAL,SUBURBAN,Alaska Department Of Environmental Conservation,2009-03-19,,"Wood River/5000 Palo Verde Ave., Fairbanks, AK, 99709",99709.0,urban-periphery
020904004,Riverboat Discovery,64.82881,-147.866,145.0,Alaska,Fairbanks North Star ,College,RESIDENTIAL,SUBURBAN,Alaska Department Of Environmental Conservation,2013-01-18,,"1975 Discovery Dr., Fairbanks, AK, 99709",99709.0,urban-periphery
020904005,Watershed Charter School,64.82662,-147.868936,449.0,Alaska,Fairbanks North Star ,College,RESIDENTIAL,SUBURBAN,Fairbanks North Star Borough Environmental Services,2009-11-13,,"4975 Decathlon Ave. Fairbanks, AK, 99709",99709.0,urban-periphery
